Satellite.Name,Op.Owner.Country,Operator.Owner,Users,Purpose,Type.of.Orbit,Perigee.km,Apogee.km,Inclination.deg,Period.min,Launch.Mass.kg,Dry.Mass.kg,Power.watts,Launch.Date,Expected.Lifetime,Contractor,Country.of.Contractor,Launch.Site,Launch.Vehicle,COSPAR.Number,NORAD.Number,Sat.Stock.Size,Record.Period,Eccentricity,Current.Official.Name.of.Satellite,Longitude.of.GEO..degrees.,Class.of.Orbit,Longitude.of.position.in.GEO,Satellite.Launch.Mass,Power,Country.Org.of.UN.Registry,Detailed.Purpose,Exp.Lifetime,Launch.Provider,Launch.Year,Launch.Month,Launch.Day,select,Sats.Per.Launch,LEO,MEO,Molniya,Elliptical,GSO,Orbit.Class,Price.Per.Vehicle
Dove 1B-23,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Sun-Synchronous,306,313,51.63,92.85,5,NA,NA,2014-08-19,NA,"Planet Labs, Inc.",USA,International Space Station,Nanoracks Cubesat Deployer,1998-067EV,40123,1265,2015-02-01,0.000524,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,unknown,2014,8,19,1,2,1,0,0,0,0,LEO,NA
Dove 1B-24,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Sun-Synchronous,328,332,51.63,92.85,5,NA,NA,2014-08-19,NA,"Planet Labs, Inc.",USA,International Space Station,Nanoracks Cubesat Deployer,1998-067EU,40122,1265,2015-02-01,0.000299,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,unknown,2014,8,19,1,2,1,0,0,0,0,LEO,NA
Dove 1B-2,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Sun-Synchronous,318,324,51.63,92.85,5,NA,NA,2014-08-21,NA,"Planet Labs, Inc.",USA,International Space Station,Nanoracks Cubesat Deployer,1998-067FB,40132,1265,2015-02-01,0.000448,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,unknown,2014,8,21,1,1,1,0,0,0,0,LEO,NA
Galileo FOC FM1,ESA,European Space Agency,Commercial,Navigation/Global Positioning,NA,17231,25971,49.78,776.25,733,660,NA,2014-08-22,NA,"OHB-System GmbH, SSTL ",Germany/UK,Guiana Space Center,Soyuz-ST,2014-050A,40128,1265,2015-02-01,0.156,NA,0,MEO,NA,NA,NA,NR (1/15),NA,12,Starsem,2014,8,22,1,2,0,1,0,0,0,MEO,NA
Galileo FOC FM2,ESA,European Space Agency,Commercial,Navigation/Global Positioning,NA,13810,25918,49.77,705.11,733,660,NA,2014-08-22,NA,"OHB-System GmbH, SSTL ",Germany/UK,Guiana Space Center,Soyuz-ST,2014-050B,40129,1265,2015-02-01,0.231,NA,0,MEO,NA,NA,NA,NR (1/15),NA,12,Starsem,2014,8,22,1,2,0,1,0,0,0,MEO,NA
Dove 1B-8,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Sun-Synchronous,307,312,51.63,92.85,5,NA,NA,2014-08-23,NA,"Planet Labs, Inc.",USA,International Space Station,Nanoracks Cubesat Deployer,1998-067FC,40133,1265,2015-02-01,0.000374,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,unknown,2014,8,23,1,1,1,0,0,0,0,LEO,NA
Chuangxin 1-4 (Innovation 1-4),China,Chinese Academy of Sciences,Government,Earth Observation,Sun-Synchronous,778,809,98.46,100.74,100,NA,NA,2014-09-04,NA,China Academy of Sciences,China ,Jiuquan Satellite Launch Center,Long March 2D,2014-051B,40137,1265,2015-02-01,0.00216,NA,0,LEO,NA,NA,NA,China,Optical Imaging/Meterology,NA,China GWIC,2014,9,4,1,2,1,0,0,0,0,LEO,NA
Ling Qiao,China,Xinwei Telecom Technology Company,Commercial,Technology Development,NA,779,808,98.47,100.73,100,NA,NA,2014-09-04,NA,Xinwei Telecom Technology Co/Tsinghua University,China,Jiuquan Satellite Launch Center,Long March 2D,2014-051A,40136,1265,2015-02-01,0.00202,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,9,4,1,2,1,0,0,0,0,LEO,NA
Dove 1B-17,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Sun-Synchronous,300,306,51.63,92.84,5,NA,NA,2014-09-05,NA,"Planet Labs, Inc.",USA,International Space Station,Nanoracks Cubesat Deployer,1998-067FF,40140,1265,2015-02-01,0.00045,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,unknown,2014,9,5,1,1,1,0,0,0,0,LEO,NA
AsiaSat-6 (Thaicom-7),China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,35783,35793,0.07,1436.17,3700,NA,NA,2014-09-07,NA,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,1265,2015-02-01,0.000119,NA,120,GEO,NA,NA,NA,China,NA,15,SpaceX,2014,9,7,1,1,0,0,0,0,1,GSO,NA
Tiantuo-2,China,National University of Defense Technology,Government,Earth Observation/Communications,NA,477,493,97.42,94.31,67,NA,NA,2014-09-08,NA,National University of Defense Technology,China,Taiyuan Launch Center,Long March 4B,2014-053B,40144,1265,2015-02-01,0.00117,NA,0,LEO,NA,NA,NA,NR (1/15),Automatic Identification System (AIS),NA,China GWIC,2014,9,8,1,2,1,0,0,0,0,LEO,NA
Yaogan 21 (Remote Sensing Satellite 21),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,480,494,97.42,94.35,NA,NA,NA,2014-09-08,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-053A,40143,1265,2015-02-01,0.00102,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,9,8,1,2,1,0,0,0,0,LEO,NA
Measat 3B (Malaysia East Asia Sat 3B),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,NA,35772,35802,0.05,1436.11,5800,NA,16000,2014-09-11,NA,Airbus Defence and Space,Germany/France,Guiana Space Center,Ariane 5 ECA,2014-054B,40147,1265,2015-02-01,0.000356,NA,91.5,GEO,NA,NA,NA,Malaysia,NA,15,Arianespace,2014,9,11,1,2,0,0,0,0,1,GSO,NA
Optus 10,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,NA,35772,35802,0.05,1436.11,3270,NA,NA,2014-09-11,NA,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2014-054A,40146,1265,2015-02-01,0.000356,NA,164,GEO,NA,NA,NA,NR (1/15),NA,15,Arianespace,2014,9,11,1,2,0,0,0,0,1,GSO,NA
CLIO (USA 257),USA,Unknown US agency,Military,Communications,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-16,NA,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2014-055A,40208,1265,2015-02-01,NA,NA,NA,GEO,NA,NA,NA,NR (1/15),NA,NA,ULA,2014,9,16,1,1,0,0,0,0,0,0,NA
Luch/Olympus,Russia,Russian Defense Ministry,Military,Communications,NA,35781,35793,0.05,1436.12,NA,NA,NA,2014-09-27,NA,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2014-058A,40258,1265,2015-02-01,0.000142,NA,95,GEO,NA,NA,NA,NR (1/15),NA,15,ILS,2014,9,27,1,1,0,0,0,0,1,GSO,NA
Shijian 11-07 (SJ-11-07),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,Sun-Synchronous,687,705,98.12,98.69,NA,NA,NA,2014-09-28,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2014-059A,40261,1265,2015-02-01,0.00127,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,9,28,1,1,1,0,0,0,0,LEO,NA
Himawari 8,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,NA,35774,35797,0.08,1436.06,3500,1300,2600,2014-10-07,NA,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,2014-060A,40267,1265,2015-02-01,0.000273,NA,140,GEO,NA,NA,NA,NR (1/15),Meteorology,8,JAXA,2014,10,7,1,1,0,0,0,0,1,GSO,NA
IRNSS-1C (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,NA,35690,35871,4.96,1435.8,1425,NA,NA,2014-10-15,NA,ISRO Satellite Center,India,Sriharikota Launch Station,PSLV XL,2014-061A,40269,1265,2015-02-01,0.00215,NA,83,GEO,NA,NA,NA,NR (1/15),NA,10,ISRO,2014,10,15,1,1,0,0,0,0,1,GSO,NA
ArSat 1,Argentina,ArSat,Commercial,Communications,NA,35778,35795,0.01,1436.07,3000,NA,NA,2014-10-16,NA,INVAP SE,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,1265,2015-02-01,NA,NA,-71.8,GEO,NA,NA,NA,NR (1/15),NA,15,Arianespace,2014,10,16,1,2,0,0,0,0,1,GSO,NA
Intelsat 30/DLA 1,USA,"Intelsat, S.A.",Commercial,Communications,NA,35776,35793,0.03,1435.97,6220,NA,NA,2014-10-16,NA,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2014-062A,40271,1265,2015-02-01,0.000202,NA,-95,GEO,NA,NA,NA,NR (1/15),NA,15,Arianespace,2014,10,16,1,2,0,0,0,0,1,GSO,NA
Yaogan 22 (Remote Sensing Satellite 22),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,1196,1209,100.32,109.48,NA,NA,NA,2014-10-20,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C,2014-063A,40275,1265,2015-02-01,0.000858,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,10,20,1,1,1,0,0,0,0,LEO,NA
Express-AM6,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,NA,34094,37636,0.53,1440.09,3358,1100,14000,2014-10-21,NA,ISS Reshetnev ,Russia,Baikonur Cosmodrome,Proton M,2014-064A,40277,1265,2015-02-01,0.0419,NA,53,GEO,NA,NA,NA,NR (1/15),NA,15,ILS,2014,10,21,1,1,0,0,0,0,1,GSO,NA
Shijian 11-08 (SJ-11-08),China,Chinese Academy of Space Technology (CAST),Government,Technology Development,Sun-Synchronous,690,705,98.2,98.6,NA,NA,NA,2014-10-27,NA,Chinese Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2014-066A,40286,1305,2015-09-01,0.00106,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,10,27,1,1,1,0,0,0,0,LEO,NA
"Navstar GPS IIF-8 (Navstar SVN 69, USA 258)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,NA,20155,20211,54.97,718.02,1630,NA,1136,2014-10-29,NA,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-068A,40294,1265,2015-02-01,0.00105,NA,0,MEO,NA,NA,NA,NR (1/15),NA,10,ULA,2014,10,29,1,1,0,1,0,0,0,MEO,NA
Meridian-7 (Meridian 17L),Russia,Military Space Forces (VKS),Military,Communications,Molniya,962,39398,62.82,717.88,2500,NA,NA,2014-10-30,NA,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2 1A,2014-069A,40296,1265,2015-02-01,0.724,NA,0,Elliptical,NA,NA,NA,NR (1/15),NA,7,Starsem,2014,10,30,1,1,0,0,1,0,0,Molniya,NA
ASNARO 1 (Advanced Satellite with New system Architecture for Observation),Japan,"Ministry of Economy, Trade and Industry",Government,Earth Observation,NA,506,507,97.48,94.75,500,NA,NA,2014-11-06,NA,NEC Corporation,Japan,Dombarovsky Launch Facility,Dnepr,2014-070A,40298,1265,2015-02-01,7.27E-05,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,3,ISC Kosmotras,2014,11,6,1,5,1,0,0,0,0,LEO,NA
ChubuSat 1 (Kinshachi),Japan,Nagora University and Daido University,Civil,Technology Development,Sun-Synchronous,506,538,97.48,95.07,50,NA,NA,2014-11-06,NA,Nagoya University and Daido University,Japan,Dombarovsky Launch Facility,Dnepr,2014-070C,40300,1265,2015-02-01,0.00232,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,ISC Kosmotras,2014,11,6,1,5,1,0,0,0,0,LEO,NA
Hodoyoshi-1 ,Japan,University of Tokyo and NESTRA,Government,Earth Observation,Sun-Synchronous,506,525,97.48,94.93,65,NA,50,2014-11-06,NA,University of Tokyo,Japan,Dombarovsky Launch Facility,Dnepr,2014-070B,40299,1265,2015-02-01,0.00138,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,ISC Kosmotras,2014,11,6,1,5,1,0,0,0,0,LEO,NA
Qsat-EOS (KYUshu SATellite - Earth Observation System),Japan,Kyushu University,Civil,Earth Observation,Sun-Synchronous,506,553,97.47,95.23,49,NA,NA,2014-11-06,NA,Kyushu University,Japan,Dombarovsky Launch Facility,Dnepr,2014-070D,40301,1265,2015-02-01,0.00341,NA,0,LEO,NA,NA,NA,NR (1/15),Earth Science,NA,ISC Kosmotras,2014,11,6,1,5,1,0,0,0,0,LEO,NA
TSUBAME,Japan,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Civil,Earth Observation,NA,505,569,97.47,95.38,49,NA,NA,2014-11-06,NA,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Japan,Dombarovsky Launch Facility,Dnepr,2014-070E,40302,1265,2015-02-01,0.00463,NA,0,LEO,NA,NA,NA,NR (1/15),Earth Science,NA,ISC Kosmotras,2014,11,6,1,5,1,0,0,0,0,LEO,NA
Yaogan 23 (Remote Sensing Satellite 23),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,492,513,97.33,94.67,NA,NA,NA,2014-11-14,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2C,2014-071A,40305,1265,2015-02-01,0.00153,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,11,14,1,1,1,0,0,0,0,LEO,NA
Yaogan 24 (Remote Sensing Satellite 24),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,630,653,97.91,97.55,NA,NA,NA,2014-11-20,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2014-072A,40310,1265,2015-02-01,0.00164,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,11,20,1,1,1,0,0,0,0,LEO,NA
Kuaizhou-2 (KZ-2),China,National Academy of Sciences,Government,Earth Observation,NA,295,328,96.54,90.76,NA,NA,NA,2014-11-21,NA,Harbin Institute of Technology,China,Jiuquan Satellite Launch Center,Kuaizhou,2014-073A,40311,1265,2015-02-01,0.00247,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,NA,CASIC,2014,11,21,1,1,1,0,0,0,0,LEO,NA
SpinSat (Special Purpose Inexpensive Satellite),USA,US Naval Research Laboratory,Military,Technology Development,NA,406,419,51.65,92.81,50,NA,NA,2014-11-28,NA,U.S. Naval Research Laboratory,USA,International Space Station,Cyclops Deployer System,1998-067FL,40314,1265,2015-02-01,0.000958,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,unknown,2014,11,28,1,1,1,0,0,0,0,LEO,NA
"Glonass 702 (Glonass K, Cosmos 2501)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,NA,19103,19178,64.83,676.15,935,NA,1700,2014-12-01,NA,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2 1B,2014-075A,40315,1265,2015-02-01,0.00147,NA,0,MEO,NA,NA,NA,NR (1/15),NA,10,Starsem,2014,12,1,1,1,0,1,0,0,0,MEO,NA
DirecTV-14,USA,"DirecTV, Inc.",Commercial,Communications,NA,35930,35933,0.02,1443.51,5900,NA,20000,2014-12-06,NA,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2014-078B,40333,1265,2015-02-01,3.55E-05,NA,-99,GEO,NA,NA,NA,NR (1/15),NA,15,Arianespace,2014,12,6,1,2,0,0,0,0,1,GSO,NA
GSAT-16,India,Indian Space Research Organization (ISRO),Government,Communications,NA,35776,35798,0.18,1436.1,3181,NA,NA,2014-12-06,NA,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA,2014-078A,40332,1265,2015-02-01,0.000261,NA,55,GEO,NA,NA,NA,NR (1/15),NA,15,Arianespace,2014,12,6,1,2,0,0,0,0,1,GSO,NA
CBERS 4 (China-Brazil Earth Resources Satellite 4),China/Brazil,China National Space Administration (China)/National Institute for Space Research (Brazil),Government,Earth Observation,Sun-Synchronous,738,748,98.55,99.67,1980,NA,2300,2014-12-07,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-079A,40336,1265,2015-02-01,0.000703,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging,3,China GWIC,2014,12,7,1,1,1,0,0,0,0,LEO,NA
Yaogan 25A (Remote Sensing Satellite 25A),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,1089,1097,63.41,107.12,NA,NA,NA,2014-12-10,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080A,40338,1265,2015-02-01,0.000536,NA,0,LEO,NA,NA,NA,NR (1/15),Electronic Intelligence,NA,China GWIC,2014,12,10,1,3,1,0,0,0,0,LEO,NA
Yaogan 25B (Remote Sensing Satellite 25B),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,1083,1093,63.42,107.01,NA,NA,NA,2014-12-10,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080B,40339,1265,2015-02-01,0.00067,NA,0,LEO,NA,NA,NA,NR (1/15),Electronic Intelligence,NA,China GWIC,2014,12,10,1,3,1,0,0,0,0,LEO,NA
Yaogan 25C (Remote Sensing Satellite 25C),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,1092,1113,63.4,107.31,NA,NA,NA,2014-12-10,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-0808C,40340,1265,2015-02-01,0.00141,NA,0,LEO,NA,NA,NA,NR (1/15),Electronic Intelligence,NA,China GWIC,2014,12,10,1,3,1,0,0,0,0,LEO,NA
"Improved Trumpet 6 (NROL-35, National Reconnaissance Office Launch-35, SBIRS HEO-3, USA 259)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,Molniya,2103,37746,62.85,707.55,4200,NA,NA,2014-12-13,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Atlas 5,2014-081A,40344,1265,2015-02-01,0.678,NA,0,Elliptical,NA,NA,NA,NR (1/15),Electronic Intelligence,NA,ULA,2014,12,13,1,1,0,1,0,0,0,MEO,NA
Yamal-401,Russia,Gazprom Space Systems,Commercial,Communications,NA,35761,35822,0.03,1436.33,2976,NA,NA,2014-12-15,NA,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2014-082A,40345,1265,2015-02-01,0.000723,NA,90,GEO,NA,NA,NA,NR (1/15),NA,15,ILS,2014,12,15,1,1,0,0,0,0,1,GSO,NA
O3B FM09,United Kingdom,O3b Networks Ltd.,Commercial,Communications,NA,8063,8068,0.04,287.93,650,NA,1500,2014-12-18,NA,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083D,40351,1265,2015-02-01,0.000173,NA,0,MEO,NA,NA,NA,NR (1/15),NA,NA,Starsem,2014,12,18,1,4,0,1,0,0,0,MEO,NA
O3B FM10,United Kingdom,O3b Networks Ltd.,Commercial,Communications,NA,8063,8069,0.04,287.93,650,NA,1500,2014-12-18,NA,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083A,40348,1265,2015-02-01,0.000208,NA,0,MEO,NA,NA,NA,NR (1/15),NA,NA,Starsem,2014,12,18,1,4,0,1,0,0,0,MEO,NA
O3B FM11,United Kingdom,O3b Networks Ltd.,Commercial,Communications,NA,8063,8069,0.04,287.93,650,NA,1500,2014-12-18,NA,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083B,40349,1265,2015-02-01,0.000208,NA,0,MEO,NA,NA,NA,NR (1/15),NA,NA,Starsem,2014,12,18,1,4,0,1,0,0,0,MEO,NA
O3B FM12,United Kingdom,O3b Networks Ltd.,Commercial,Communications,NA,8063,8069,0.04,287.93,650,NA,1500,2014-12-18,NA,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083C,40350,1265,2015-02-01,0.000208,NA,0,MEO,NA,NA,NA,NR (1/15),NA,NA,Starsem,2014,12,18,1,4,0,1,0,0,0,MEO,NA
Condor E2 ,South Africa,Armed Forces,Military,Earth Observation,Sun-Synchronous,499,501,74.75,94.62,NA,NA,NA,2014-12-19,NA,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela,2014-084A,40353,1265,2015-02-01,0.000146,NA,0,LEO,NA,NA,NA,NR (1/15),Radar Imaging,NA,Roscosmos,2014,12,19,1,1,1,0,0,0,0,LEO,NA
Lotos-S2 ,Russia,Ministry of Defense,Military,Earth Observation,NA,901,910,67.15,103.11,5000,NA,NA,2014-12-23,NA,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2 1B,2014-086A,40358,1265,2015-02-01,0.000619,NA,0,LEO,NA,NA,NA,NR (1/15),Electronic Intelligence,NA,Starsem,2014,12,23,1,1,1,0,0,0,0,LEO,NA
Resurs-P2,Russia,Russian Space Agency (RKA)/Defense Ministry,Government/Commercial,Earth Observation/Communications/Space Science,NA,461,472,97.29,93.93,5900,NA,NA,2014-12-26,NA,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz 2 1B,2014-087A,40360,1265,2015-02-01,0.000805,NA,0,LEO,NA,NA,NA,NR (1/15),Optical Imaging/Automatic Identification System (AIS),3,Starsem,2014,12,26,1,1,1,0,0,0,0,LEO,NA
Yaogan 26 (Remote Sensing Satellite 26),China,People's Liberation Army (C41),Military,Earth Observation,Sun-Synchronous,487,491,97.44,94.39,NA,NA,NA,2014-12-27,NA,China Academy of Space Tecnology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-088A,40362,1265,2015-02-01,0.000292,NA,0,LEO,NA,NA,NA,NR (1/15),NA,NA,China GWIC,2014,12,27,1,1,1,0,0,0,0,LEO,NA
Astra 2G,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,NA,35785,35789,0.09,1436.11,6000,NA,13000,2014-12-27,NA,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton M,2014-089A,40364,1265,2015-02-01,4.74E-05,NA,28.2,GEO,NA,NA,NA,NR (1/15),NA,15,ILS,2014,12,27,1,1,0,0,0,0,1,GSO,NA
Fengyun 2G (FY 2G),China,China Meteorological Administration,Government,Earth Observation,NA,35770,35800,2.27,1436.02,1390,620,NA,2014-12-31,NA,Shanghai Academy of Space Flight Technology,China,Xichang Satellite Launch Center,Long March 3A,2014-090A,40367,1265,2015-02-01,0.000356,NA,0,GEO,NA,NA,NA,NR (1/15),Earth Science,NA,China GWIC,2014,12,31,1,1,0,0,0,0,1,GSO,NA
GSAT-15,India,Indian Space Research Organization (ISRO),Government,Communications,NA,35782,35805,0.1,1436.1,3164,NA,NA,2015-01-10,12 yrs.,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5,2015-065A,41028,1381,2016-01-01,0.000273,NA,93.5,GEO,NA,NA,NA,NR (12/15),NA,NA,Arianespace,2015,1,10,1,1,0,0,0,0,1,GSO,NA
MUOS-3 (Mobile User Objective System 3),USA,DoD/US Navy,Military,Communications,NA,35800,35900,NA,1436.1,6804,3812,NA,2015-01-21,NA,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 5,2015-002A,40374,1265,2015-02-01,0.00118,NA,NA,GEO,NA,NA,NA,NR (1/15),NA,NA,ULA,2015,1,21,1,1,0,0,0,0,1,GSO,NA
"Firebird-C (Focused Investigations of Relativistic Electron Burst, Intensity, Range, and Dynamics)",USA,"Firebird Consortium (Montana State Univ., Univ. of New Hampshire, Aerospace Corp., Los Alamos National Laboratory)",Civil/Government,Space Science,NA,437,667,99.1,95.7,2,NA,NA,2015-01-31,NA,Montana State University,USA,Vandenberg AFB,Atlas 5,2015-003B,40377,1265,2015-02-01,0.0166,NA,0,LEO,NA,NA,NA,NR (2/15),NA,0.25,ULA,2015,1,31,1,2,1,0,0,0,0,LEO,NA
"Firebird-D (Focused Investigations of Relativistic Electron Burst, Intensity, Range, and Dynamics)",USA,"Firebird Consortium (Montana State Univ., Univ. of New Hampshire, Aerospace Corp., Los Alamos National Laboratory)",Civil/Government,Space Science,NA,444,675,99.1,97.7,2,NA,NA,2015-01-31,NA,Montana State University,USA,Vandenberg AFB,Atlas 5,2015-003C,40378,1265,2015-02-01,0.0167,NA,0,LEO,NA,NA,NA,NR (2/15),NA,0.25,ULA,2015,1,31,1,2,1,0,0,0,0,LEO,NA
SMAP (Soil Moisture Active Passive Satellite),USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,NA,660,686,98.13,98.21,NA,NA,NA,2015-01-31,NA,Jet Propulsion Laboratory (NASA),USA,Vandenberg AFB,Delta 2,2015-003A,40376,1265,2015-02-01,0.00185,NA,0,LEO,NA,NA,NA,NR (1/15),Earth Science,3,ULA,2015,1,31,1,3,1,0,0,0,0,LEO,NA
CP-10 (Exocube),USA,California Polytechnic State University/NASA JPL,Civil,Earth Observation,Polar,442,663,99.1,95.6,4,NA,NA,2015-01-31,NA,California Polytechnic University/NASA JPL,USA,Vandenberg AFB,Delta 2,2015-003E,40380,1305,2015-09-01,0.016,NA,0,LEO,NA,NA,NA,NR,Earth Science,NA,ULA,2015,1,31,1,3,1,0,0,0,0,LEO,NA
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),USA,University of Michigan/NASA Earth Science Technology Office,Civil/Government,Technology Development,Polar,441,659,99.1,95.5,4,NA,NA,2015-01-31,NA,"Michigan Exploration Laboratory, University of Michigan",USA,Vandenberg AFB,Delta 2,2015-003D,40379,1305,2015-09-01,0.0158,NA,0,LEO,NA,NA,NA,NR,NA,NA,ULA,2015,1,31,1,3,1,0,0,0,0,LEO,NA
"IGS-9A (Information Gathering Satellite 9A, IGS Radar 5)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Sun-Synchronous,510,510,97.5,94.85,1600,NA,NA,2015-01-31,5 yrs.,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,2015-004A,40381,1305,2015-09-01,0,NA,0,LEO,NA,NA,NA,NR,Optical Imaging,NA,JAXA,2015,1,31,1,1,1,0,0,0,0,LEO,NA
INMARSAT 5 F2,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,NA,35784,35789,0.03,1436,6105,3360,13000,2015-02-01,15 yrs.,Boeing,USA,Baikonur Cosmodrome,Proton M,2015-005A,40384,1305,2015-09-01,5.93E-05,NA,-55,GEO,NA,NA,NA,NR,NA,NA,ILS,2015,2,1,1,1,0,0,0,0,1,GSO,NA
Dove 1b-27 (0 Flock 1B27 0823),USA,"Planet Labs, Inc.",Commercial,Earth Observation,Polar,396,404,51.6,92.56,4,NA,NA,2015-02-27,NA,"Planet Labs, Inc.",USA,International Space Station,Nanorack Deployer,1998-067FN,40422,1305,2015-09-01,0.000591,NA,0,LEO,NA,NA,NA,NR (8/15),Optical Imaging,NA,Nanoracks,2015,2,27,1,1,1,0,0,0,0,LEO,NA
