"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"75",2032,27,326.846162929484,4439.99462092528,22559.3855265248,"yes","no",10889.6603010927,3062.61606643786,31983.8738023493,36.3548882209145,2.83131743327655,5.14423622941511,27,40.7034352626399,1256.06015120401,2438.95513021191,"no","no",3346.91691700817,941.2893735568,106572.572444601,2.22497938392882,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.62237117402806,0.307348147184383,3.33207206554113,119.664749473095,-1183.34105802707,523680.387996404
"76",2033,28,147.757397094521,4584.21354073835,24259.1446613246,"yes","no",12944.6079293285,3467.19147398779,33841.172350259,39.366160902466,2.99082907438955,5.18411413969336,28,40.9039475037539,1252.89091690706,2427.81988844806,"no","no",3535.13184870072,946.87912311869,108340.907561023,2.21289689892525,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.86194793899421,0.273096865351263,3.20145255133852,144.583905009946,-1144.74626925887,543354.661157556
"77",2034,29,155.459664613659,4541.64203491677,25307.7740374343,"yes","no",13127.1779720771,3348.65957432172,33868.6998791085,39.4443143072795,3.07058489494605,5.26386996024986,29,41.3815254948946,1250.03914604899,2417.78716557262,"no","no",3620.52435098741,923.57272505848,110000.526192262,2.20205040665797,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.93023780321405,0.275803707292507,3.24785204583876,147.44638082905,-1180.79007642371,565241.538091403
"78",2035,30,162.616379636611,4508.11130453269,25903.6917060537,"no","no",13506.4147708087,3281.33377966538,34131.9031309102,39.3558416323955,3.19021862578081,5.38350369108461,30,42.551927585501,1247.77016450032,2409.78884894625,"no","no",3751.58116026319,911.432841151434,111651.437170164,2.19343665016363,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.96619851009944,0.277762916652868,3.27117526209814,152.420921558868,-1211.25580289794,586481.987400653
"79",2036,31,270.773044730418,4482.93658790967,26219.9795570847,"no","no",13168.9868117122,3047.00656987661,34177.0864149443,39.2057181981461,3.26997444633731,5.50313742191936,31,42.7983786791421,1246.75527971816,2406.16278362604,"no","no",3841.33254620785,888.797723980281,113243.507629198,2.18958079316922,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.97974448684395,0.291695374984464,3.31343363370146,146.564635385238,-1242.3639284465,604368.830510421
"80",2037,32,186.690883144909,4566.89988271173,26724.8681822295,"no","no",14627.2918332378,3223.26234773261,35614.9310850632,40.6934984454842,3.42948608745031,5.54300113571834,32,41.9312726275539,1246.02428446621,2403.54703864494,"no","no",4040.79785640546,890.428093856338,114820.686775527,2.18680491177236,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.07715010006515,0.27625058024914,3.22394802621651,163.286398843779,-1221.67193810332,611762.790632472
"81",2038,33,206.736826385209,4562.55370918299,27073.65272077,"no","no",15014.1303973482,3150.95799104289,36072.7117122269,40.8535489348599,3.54911981828507,5.70251277683135,33,43.9519940429507,1244.45314775357,2398.03414799331,"no","no",4166.07652202228,874.318509361075,116267.261785596,2.18086361287965,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.10942282464175,0.277477044075633,3.22313616766956,167.480092001983,-1238.10139391863,634027.958293031
"82",2039,34,363.019093920812,4578.24310822434,27367.2302725813,"no","no",14514.8009770991,2901.11013309901,36735.1329426194,41.261918669498,3.62887563884157,5.78226859738785,34,47.9381507997593,1244.96066366196,2399.7470080645,"no","no",4240.61615969262,847.58272131172,118321.744609202,2.18277008042167,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.1404152774506,0.292158064473864,3.22094232771722,158.076703536786,-1255.27648705904,645825.254400459
"83",2040,35,206.208305909223,4749.29882672746,28166.7860765376,"no","no",16799.831452098,3197.92854971735,38318.0317465841,44.2482317694743,3.78838727995457,5.78226859738785,35,47.0453695612403,1249.43563541501,2415.25173312714,"no","no",4461.3171052617,849.233123614287,118398.101811248,2.19968629266979,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.29199668934608,0.265557253832124,3.08987952706633,183.000687533075,-1187.72061753835,648028.865028373
"491",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13477.361848882,5.12233676005413,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,64255.6734883025,5.12233676005413,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,2,1,1.10354924415941,4.76767443130071,-6.60959064327485,-1901.55463683189,0
"501",2007,2,65,1877.56806028578,4415.19045229322,"yes","no",1803.92891273866,1718.02753594158,14320.9475408395,5.21224441168028,1.04869392390687,2.53946621237933,2,0,1813.56806028578,4193.96331040357,"yes","no",1901.87780541327,1811.31219563169,65411.6930436322,4.84481261076159,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,2,1.03916846325415,1.05429753466611,4.56755342878644,-3.67471099766675,-1916.75188204306,9968.86593355355
"511",2008,3,65,1875.16319544782,4800.41137664228,"no","no",2133.17082922755,1934.84882469619,17058.516623751,5.30393663234364,1.21379897785349,2.1984667802385,3,0,1748.6442619154,4328.13474186447,"no","no",2122.50261774228,1925.17244239663,66601.4386375933,4.57561213622788,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,2,1.08096472103314,0.994998894913106,3.90429250717279,0.400748488902831,-1861.06651150522,17496.2004041486
"521",2009,4,77,1872.749564628,5061.51440458821,"no","no",2330.42141516583,2013.10563884318,17752.9632260796,5.36202284858376,1.32112436115843,1.86641113003975,4,77,1686.13724667005,4326.80005556186,"no","no",2083.88333581935,1800.13677643395,67627.0218507648,4.29160598166183,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,2,1.12492102932926,0.894208799429121,3.80933712245959,9.27307240496716,-1875.92017420689,22320.7833505364
"531",2010,5,77,1882.35994873859,5164.09650173919,"no","no",2559.07720608254,2105.3591506276,17128.9150726942,5.43781824512503,1.44108461101647,1.99432140829074,5,0,1702.98105199209,4390.50946486911,"no","no",2454.13978687844,2019.02687615011,68025.4363587474,4.38272156030222,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,2,1.12250413478792,0.958994039353451,3.97138032794554,3.92687477955019,-1904.60435677676,23528.6298010392
"541",2011,6,77,1891.57783426418,5249.1948138164,"no","no",2759.78707384033,2162.36538623532,16638.6331880828,5.50737713315342,1.54514480408859,2.11655309483248,6,0,1642.17728036981,4191.22385332575,"no","no",2537.40169215574,1988.12062064536,68761.0250214155,4.06552199644187,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,2,1.176046042931,0.919419369779444,4.13261259168,8.28135432870343,-1940.97288212735,34351.589867545
"551",2012,7,77,1900.42228788718,5321.75089926131,"no","no",2909.35893068535,2171.00842841968,17801.3516625122,5.57203416988768,1.62620670073822,2.35221465076661,7,2.22866827596371,1583.69984481473,3971.9792369362,"no","no",2570.18099342537,1917.90862943683,69476.9766706424,3.76540907610781,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,2,1.23317401534533,0.883418325019085,3.90290456521645,12.5717815734287,-1915.380096715,48335.4343107051
"561",2013,8,159,1908.91045264157,5385.18151701177,"no","no",2873.23781842914,2041.95647458139,16458.7963997162,5.63273000797473,1.70712663259512,2.42461669505963,8,0,1529.68362237587,3752.68686517709,"no","no",2611.36365120242,1855.84739308998,70178.9119406295,3.49469235209689,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,2,1.29159408112426,0.90885746889901,4.26391518773752,9.66332198240293,-1982.30615452157,59602.2863193484
"571",2014,9,164,1999.05799272649,5725.30066744824,"no","no",3098.4162910853,2097.13010575747,17674.0144270917,6.20143972268442,1.74872231686542,2.42305508233958,9,14.9953995789022,1475.49467200986,3526.2310639276,"no","no",2543.89578219829,1721.80879829056,70853.7864938746,3.23182716342974,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,2,1.41630455635761,0.82103098589997,4.00892433273484,19.5394154587416,-1873.87417374275,77853.6335208524
"581",2015,10,164,2090.66135115477,6118.81827057534,"no","no",3094.43620046252,1994.70116548526,18119.8166660668,6.82159515857946,1.71473594548552,2.99082907438955,10,0,1438.35520820702,3356.5415766488,"no","no",2466.39937788889,1589.86302994121,71631.4667904763,3.054572274109,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,2,1.53644845766486,0.797043215019345,3.9532114540994,21.1602485298018,-1802.95131618587,114799.370479927
"591",2016,11,167,2178.62243422694,6540.77448452772,"no","no",3229.66506193881,1982.73418602177,18084.9086245186,7.45850316662269,1.71475014196479,3.0307069846678,11,7.92239015857902,1387.62534532235,3144.29814303534,"no","no",2355.42031469657,1446.02374885137,72522.5978438927,2.82433595728435,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.68199838931839,0.729307921881714,4.01011690739594,28.2663939507236,-1760.09884428339,136021.890354821
"601",2017,12,180,2266.04602852124,6992.99769973812,"no","no",3304.28537261493,1931.94722259921,17639.7705718178,8.13011368839229,1.71475014196479,3.23009653605906,12,11.6786477792414,1346.72551663664,2967.80666357585,"no","no",2271.5746111027,1328.14262872633,73606.8935240363,2.64418911845542,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.82731940723309,0.687463204579402,4.17278066199083,32.10179542928,-1739.73700936998,163099.548623
"611",2018,13,192,2362.9164375673,7505.84982369224,"no","no",3385.69340920559,1885.28077672282,17494.14926391,8.91175298037978,1.71475014196479,3.46936399772856,13,16.6754368787662,1311.11464714148,2814.24036400729,"no","no",2190.38086696438,1219.68602678597,74862.9094090995,2.49214488256416,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.98418498561956,0.646951924533037,4.2793112302717,35.6330059484268,-1710.19821115111,193477.382866608
"621",2019,14,205,2467.81349966951,8081.09557594485,"no","no",3692.72647092879,1958.33168962659,17846.0416188415,9.80523043439324,1.79449176604202,3.58899772856332,14,21.6097046918518,1281.83041983698,2687.67109172224,"no","no",2222.67695280566,1178.73304366007,76300.3025371656,2.37039930910061,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.1485948523364,0.601906740264631,4.27547487374508,41.9603377931359,-1668.48837630485,217589.532333925
"631",2020,15,217,2581.36247627356,8726.2410210335,"no","no",3921.74651684747,1980.74848543146,18194.427806881,10.8282809493578,1.83436967632027,3.74850936967632,15,24.9686089057048,1258.57087391558,2587.01248734381,"no","no",2215.08918217982,1118.77055894608,77792.7847461091,2.27582652568701,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.31979199104898,0.564822120110006,4.27563788055421,46.5711203904744,-1626.3149020666,244115.818318239
"641",2021,16,230,2702.15071417858,9442.87268875298,"yes","no",4291.75458465946,2064.40733603151,18926.4054271405,11.9833701685865,1.91412549687677,3.82826519023282,16,29.5498381165607,1239.53425830226,2505.53160806068,"no","no",2259.49951142996,1086.857898126,79390.7743060125,2.20000115851418,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.49864772766068,0.526474537828039,4.1947095877047,52.9770773358963,-1576.19266811417,265445.720490152
"651",2022,17,242,2830.81009946772,10238.2834515068,"yes","no",4801.79462279312,2199.75744293788,19744.3885882304,13.2902964986052,2.03375922771153,3.94789892106758,17,31.392245568279,1225.78450342922,2446.12303410966,"no","no",2369.01713262608,1085.27404425104,81026.090800579,2.14592631362901,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.68178066314354,0.493360778360001,4.1037528429155,60.5356206831351,-1524.89321154022,289230.886693178
"661",2023,18,255,2965.93238856637,11114.131131949,"yes","no",5251.65964338738,2291.28170686953,20650.2527620721,14.7518849797308,2.11351504826803,3.98777683134583,18,34.3682791374677,1214.38614984962,2397.94385308065,"no","no",2429.57037483783,1060.01350685921,82648.324184472,2.10178945102434,2.11351504826803,3.98777683134583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.87378231849884,0.462629062014143,4.002291164991,67.0237692682932,-1472.43550386689,307142.903571256
"671",2024,19,267,3108.15338325357,12077.5390752864,"yes","no",5709.69624918195,2372.4967245545,21386.1457136499,16.3898698761615,2.19327086882453,4.14728847245883,19,35.8524768779455,1206.385111091,2363.86273863173,"no","no",2497.23875667454,1037.65428353386,84283.6351132434,2.07103327554846,2.19327086882453,4.14728847245883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.07165160195059,0.437368057369484,3.94103903722346,72.803841339178,-1425.44418083691,334271.213304317
"681",2025,20,280,3256.06675403012,13130.1950450762,"yes","no",6161.72515788288,2438.40387877804,22092.4001949125,18.2070326166619,2.27302668938103,4.42643384440659,20,36.6426352091118,1200.16376906868,2337.73170025837,"no","no",2565.80807808338,1015.37738368522,85932.9464522202,2.04733671048384,2.27302668938103,4.42643384440659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.27791062875253,0.416410666224031,3.88970621997013,77.7921394847219,-1381.09210224231,372104.967644441
"691",2026,21,292,3410.31019533504,14278.9090337971,"yes","no",6684.62209927422,2519.36376619689,23137.6685811618,20.2268081425576,2.35278250993754,4.58594548551959,21,38.1274967578553,1194.96214442246,2316.44475820925,"no","no",2636.63541180376,993.720156879361,87614.2605688564,2.02772380952047,2.35278250993754,4.58594548551959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.49525461936804,0.39443297955318,3.78665033866853,83.61121596958,-1331.76481887948,401073.412628452
"701",2027,22,305,3569.47756327504,15525.2356816893,"yes","no",7247.68933151691,2601.50274683768,24357.9375126107,22.4514404458935,2.43253833049404,4.70557921635434,22,38.9172878427885,1191.43712117254,2301.90554410712,"no","no",2715.08808479576,974.560137365066,89305.5336403973,2.01446628100414,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.72006628337567,0.374614302656307,3.66638323109917,89.4462638185342,-1281.67458406539,427067.125867827
"711",2028,23,317,3734.207251315,16875.4563968409,"yes","no",7690.2808527437,2628.92151813035,25826.4527476185,24.9057310947738,2.47241624077229,4.86509085746735,23,49.9300095671109,1188.83179418962,2291.23880167881,"no","no",2696.37300244266,921.754763286471,92729.9043580984,2.00470884207691,2.47241624077229,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.95521396302459,0.350620875111559,3.59050099772797,94.2022885449996,-1262.0293449922,457332.125080081
"721",2029,24,330,3903.0924701359,18330.7880591176,"yes","no",8654.01820437117,2817.50000718625,27259.2298515161,27.5908088705769,2.63192788188529,4.9049687677456,24,37.2969833913494,1197.33516143125,2319.46552198534,"no","no",2968.35925666683,966.412599266987,92902.1390393686,2.03551062433852,2.63192788188529,4.9049687677456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.15812896659023,0.343003583603222,3.40809845125545,102.610383776623,-1184.67255351276,475263.269540734
"731",2030,25,342,4076.77206738309,19896.7527105685,"yes","no",9228.48214971085,2861.45617524158,28342.8746809232,30.5324173158962,2.67180579216354,4.86509085746735,25,49.1844653860647,1192.89327394587,2303.4082593036,"no","no",2947.89226588234,914.046794620524,92788.9764734075,2.01916701318349,2.67180579216354,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.42460092915887,0.319434140745963,3.27380258770509,108.518392518536,-1113.5239682842,487275.409178731
"741",2031,26,330.08927455467,4253.83878214619,21574.0228691586,"yes","no",10059.2953764458,2970.53780599092,30356.5496244793,33.7299202907977,2.75156161272005,4.9847245883021,26,36.9259517043007,1200.50221199448,2329.1669490848,"no","no",3119.19010310263,921.105482898434,96336.2314581632,2.04690259738848,2.75156161272005,4.9847245883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.65050457560239,0.310080377041749,3.17349081664005,114.922318519943,-1092.5681546445,513767.465044362
"751",2032,27,239.167753991652,4410.02198699562,23281.035434474,"yes","no",11255.8367079219,3165.59978821594,31810.7731075834,36.8219095584606,2.83131743327655,5.14423622941511,27,37.9895557427487,1195.57308173544,2311.86654879433,"no","no",3189.61966008249,897.050977413363,97961.5481912316,2.02880854874696,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.92040231782237,0.283374727516936,3.07950856333883,128.839341510152,-1056.60711230754,546632.024589645
"761",2033,28,161.820253549,4467.10656743274,24686.0801799606,"yes","no",12521.4575357622,3353.85135238677,32965.0805644491,38.4817050848821,2.99082907438955,5.18411413969336,28,38.7779544665038,1191.88877572164,2298.87327460492,"no","no",3363.70626180866,900.963067836022,99605.1648695816,2.01532557909911,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.09469871945325,0.268635360715928,3.02153561174669,144.404882668383,-1050.82058544918,565977.320710864
"771",2034,29,174.021470874327,4443.34284893494,25588.8774093916,"no","no",12727.6350420323,3246.73871510179,33119.2034817523,38.728806476334,3.07058489494605,5.26386996024986,29,39.3687946586158,1189.12828234102,2289.10879488232,"no","no",3444.08712633476,878.564711694404,101146.407428694,2.00524765512785,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.16874349059566,0.270599142335622,3.05401086968841,147.171428677506,-1078.43045403781,586623.093957169
"781",2035,30,165.927617195184,4432.33079553065,26166.071012782,"no","no",13246.8323199006,3218.26917819809,33550.7983203516,38.941935475794,3.19021862578081,5.38350369108461,30,39.9061504695412,1187.06006553681,2281.78026668694,"no","no",3572.14622264637,867.839783182656,102681.939978056,1.99771133999613,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.22065900433046,0.269660409098707,3.06049170567039,153.753165124265,-1098.6539234118,607704.571089453
"791",2036,31,243.680023739669,4413.38461780221,26495.3398248642,"no","no",13090.6502644554,3028.88125943582,33665.5869027302,38.8877463891821,3.26997444633731,5.50313742191936,31,40.2356761628273,1185.60518891666,2276.61213817286,"no","no",3655.4762160145,845.794760483603,104169.957771582,1.99241620554723,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.24325554344868,0.279243287550053,3.09425640113033,150.590469113282,-1125.28780382506,626321.167479443
"801",2037,32,173.361510848402,4472.87255653651,26922.7667890495,"no","no",14378.7111520577,3168.4852393549,34889.8374409383,39.9855451316107,3.42948608745031,5.54300113571834,32,40.314652055842,1184.53328277098,2272.80228150145,"no","no",3838.8762512533,845.932754971955,105649.686521998,1.98851902220514,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.32517660256131,0.266983334643587,3.02809340114703,165.984154707853,-1114.34513419926,633817.341519758
"811",2038,33,202.72773236893,4459.00468272475,27186.7959559217,"no","no",14669.4844052324,3078.62845784996,35253.0382194087,39.9592020085065,3.54911981828507,5.70251277683135,33,40.7739947787444,1183.57972494384,2269.42869102323,"no","no",3968.15203213031,832.780855394892,107000.164116115,1.98505796134123,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.34322180886168,0.270503851567879,3.03520404256124,169.051594693704,-1133.40709592522,656198.707270361
"821",2039,34,356.702493379416,4474.98913716402,27419.7787618421,"no","no",14176.6294378574,2833.51892872992,35911.0797912743,40.3319170668598,3.62887563884157,5.78226859738785,34,46.0858953738065,1183.12052954281,2267.78403932704,"no","no",4026.91624186879,804.869976023699,108947.600254624,1.98338891528476,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.37623184080482,0.284053149552973,3.03381577184144,159.764811849025,-1149.65474635739,667736.069734132
"831",2040,35,198.712348198313,4644.05707427098,28169.7734419922,"no","no",16444.4785766509,3130.28542431715,37488.7912079203,43.2405648742073,3.78838727995457,5.78226859738785,35,45.1301563023853,1187.99010108819,2284.57540164053,"no","no",4239.61190209196,807.030474090154,109042.90777082,2.00101325499069,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.52785530642064,0.257813702169412,2.90868028168863,185.120638012592,-1085.3165432903,668882.361871514
"492",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13799.3499443392,4.92144152363916,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,67616.1203689468,4.92144152363916,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,3,1,1.10354924415941,4.89994968180979,-6.60959064327485,-2015.33934540636,0
"502",2007,2,65,1877.76228253778,4324.61351581379,"no","no",1804.13259243421,1718.22151660401,14722.8228033138,4.97800736650253,1.04869392390687,2.53946621237933,2,0,1813.76228253778,4105.85291859464,"no","no",1902.08148510883,1811.50617629412,68924.1324963424,4.62845953822562,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,3,1.03886429101392,1.05429140468133,4.68144821255534,-3.67433091193809,-2033.23939898133,9447.74209379082
"512",2008,3,65,1875.57742293808,4649.04530330338,"no","no",2133.67361813183,1935.30486905381,17640.7222196696,5.04380815109321,1.21379897785349,2.1984667802385,3,0.595037050575712,1749.04119947135,4186.98240528254,"no","no",2121.67625095327,1924.42290335898,70271.8812481892,4.35409300131415,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,3,1.08025404530936,0.994377131030441,3.98350364418954,0.450578330556947,-1976.63865891571,16495.6279558606
"522",2009,4,77,1873.40152102962,4869.87636068071,"no","no",2331.28273065043,2013.84967554297,18402.5878997278,5.08518274717292,1.32112436115843,1.86641113003975,4,77,1687.33019760553,4158.23909772601,"no","no",2085.45937236188,1801.49821605604,71454.340077098,4.07758683091865,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,3,1.12323999110491,0.894554463490593,3.88284193866857,9.24297176204312,-1994.74879326463,20900.2072029608
"532",2010,5,77,1883.25789411392,4945.57383826227,"no","no",2560.37122134447,2106.42374018601,17724.4604830523,5.15060244903472,1.44108461101647,1.99432140829074,5,0,1704.34128782204,4205.09539537474,"no","no",2456.10000180033,2020.63954981748,72185.9082331054,4.16122146856803,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,3,1.12017007893537,0.959274960335876,4.07267167889977,3.9000843844303,-2037.03613376792,21885.9455263348
"542",2011,6,77,1892.72362883752,5011.75107598607,"no","no",2761.55749237188,2163.75255548039,17187.5119931842,5.21226455930602,1.54514480408859,2.11655309483248,6,0,1643.70647697127,3995.95117266803,"no","no",2539.76452233891,1989.9719599208,73105.7730476448,3.85831387790051,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,3,1.17318353329506,0.919685550402039,4.25342382752288,8.2542937442579,-2081.06574497377,32021.4648558035
