"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"4930",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13367.7725167926,4.9451870907038,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,68928.5629612433,4.9451870907038,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,31,1,1.10354924415941,5.15632375361381,-6.60959064327485,-2080.64969638868,0
"5030",2007,2,65,1877.73932570918,4733.04098556368,"yes","no",1804.10851774754,1718.19858833099,14134.8991548686,5.10048010586954,1.04869392390687,2.53946621237933,2,0,1813.73932570918,4427.14448893414,"yes","no",1902.05741042216,1811.4832480211,70107.6106616736,4.72554514058759,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,31,1.04255436163962,1.05429212916577,4.95989464753455,-3.67437583350086,-2099.7151971828,10562.035210609
"5130",2008,3,65,1875.43682399356,5440.72468177744,"yes","no",2133.50295927669,1935.15007644144,16694.4399689336,5.25837683748854,1.21379897785349,2.1984667802385,3,0.992794480455323,1748.9251443986,4763.63014034643,"no","no",2120.6609269284,1923.50197453824,71409.8723529932,4.50424081551979,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,31,1.08867659723098,0.993980775938255,4.27746438250571,0.482337099837235,-2055.07058826226,18858.0253629524
"5230",2009,4,77,1873.05815073202,5995.8254296712,"no","no",2330.82909578538,2013.45780869053,17315.4067185756,5.37908772333348,1.32112436115843,1.86641113003975,4,77,1687.47059440747,4905.29595286006,"no","no",2085.64485399715,1801.65844206643,72665.3881121914,4.25987297891169,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,31,1.13761924511386,0.894808142634065,4.19657414308596,9.22063096909882,-2081.54385801773,24384.5648246103
"5330",2010,5,77,1882.6417867287,6342.89005278474,"no","no",2559.4833584729,2105.69329320429,16706.0961619685,5.51006934204211,1.44108461101647,1.99432140829074,5,0,1704.30078988257,5115.71065202559,"no","no",2456.04164084298,2020.59153611344,72605.107842919,4.38026845339909,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,31,1.13876703760179,0.959584922758931,4.34602477676413,3.87032447766503,-2091.4899534064,26612.6182570477
"5430",2011,6,77,1891.7804594688,6638.77447484075,"no","no",2760.10015912244,2162.61069674619,16229.2492296901,5.62749997941383,1.54514480408859,2.11655309483248,6,0,1643.4555531535,4940.96282812494,"no","no",2539.37680870566,1989.66817614406,73536.0931513666,4.07492973637335,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,31,1.1997274767159,0.920030673637963,4.53108410072588,8.21858198478444,-2133.8068408722,39028.1311990243
"5530",2012,7,77,1900.50204982739,6894.06346526779,"no","no",2909.48864008699,2171.10521957228,17322.8616573536,5.73382963548538,1.62620670073822,2.35221465076661,7,0,1584.92656293248,4691.65718893958,"no","no",2577.41819681879,1923.30914203759,74436.9975511562,3.77521434011801,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,31,1.26661309216078,0.885866389477198,4.29703815821664,12.3078225703239,-2116.87208268197,55365.8405055268
"5630",2013,8,159,1908.83114396146,7116.96308477261,"no","no",2873.10242846914,2041.86025546453,16049.4299458577,5.83098101839571,1.70712663259512,2.42461669505963,8,0,1528.63144568405,4396.42357542308,"no","no",2609.56745234962,1854.5708681001,75353.0413821469,3.48689968021179,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,31,1.3391753663403,0.908275119777079,4.69506030035636,9.72501091916041,-2188.43159741349,69223.8727691915
"5730",2014,9,164,1998.7896525253,7705.78358956668,"no","no",3097.94703858697,2096.81249719587,17188.9046330858,6.45754009148814,1.74872231686542,2.42305508233958,9,36.0914564606214,1474.48497850034,4077.68722275913,"no","no",2491.01320078043,1686.01578562126,76284.6186140509,3.2137599533274,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,31,1.48226869462223,0.804085147277607,4.43801511745056,21.389153921764,-2082.61138812679,89758.9359359034
"5830",2015,10,164,2090.15433052869,8422.81687159536,"yes","no",3093.56679396988,1994.14073830829,17643.9474681607,7.15788942993728,1.71473594548552,2.99082907438955,10,4.34987549266813,1458.49257688663,3924.81682515649,"no","no",2487.91991371786,1603.73535921834,77429.5664609918,3.12427220656581,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,31,1.59868164568663,0.804223758338568,4.38844916086476,20.4108211636993,-2014.82681940993,129262.685080659
"5930",2016,11,167,2177.80713107966,9246.21655497813,"yes","no",3228.26702075127,1981.87591000775,17595.47414507,7.90054398529844,1.71475014196479,3.0307069846678,11,14.3529448592141,1411.37631705781,3635.47304887271,"no","no",2376.65816980525,1459.06194957937,78627.4572550914,2.8965417765496,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.76766762876321,0.736202474742056,4.46861827120025,27.5448301204242,-1974.04665863988,154437.968472467
"6030",2017,12,180,2264.83044879442,10187.0404165289,"yes","no",3302.20095710578,1930.72850802116,17178.5410025429,8.70853918209503,1.71475014196479,3.23009653605906,12,18.5532838866916,1376.04831767834,3399.47187471392,"no","no",2299.65015007442,1344.55781489303,80041.8421841761,2.72799437486271,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.9395448572633,0.69639921372016,4.65940862919196,31.1810002752657,-1955.15339242783,187122.693703385
"6130",2018,13,192,2361.18202245501,11299.6293667585,"yes","no",3382.71932064556,1883.62469292762,17059.2108382124,9.66844028147604,1.71475014196479,3.46936399772856,13,23.7483487947394,1346.25706952847,3196.69065470453,"no","no",2226.10283478108,1239.57735511724,81601.2619171153,2.58904379535225,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2.12919555664609,0.658080858555021,4.78341364621215,34.5047795932242,-1925.45175880635,224760.664437933
"6230",2019,14,205,2465.40514231212,12615.0953775145,"yes","no",3688.40469348127,1956.03975877343,17399.7924120523,10.795846092451,1.79449176604202,3.58899772856332,14,27.9001879514526,1322.78477470326,3033.47078208609,"no","no",2273.59267526649,1205.73473836458,83330.9032032161,2.48147112226908,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2.33425527577627,0.616416273215557,4.78918950466875,40.4231162062013,-1883.74209351009,256662.960875709
"6330",2020,15,217,2578.07640436206,14178.693946012,"yes","no",3915.7186461788,1977.70400113191,17748.3260603268,12.1274003034457,1.83436967632027,3.74850936967632,15,31.8644896645888,1304.34797992988,2904.37914917111,"no","no",2273.21204368532,1148.1265536289,85080.9264934204,2.39838008603937,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2.55827595776788,0.580535081575296,4.7937437144342,44.8777099405905,-1839.70822838384,293461.459886192
"6430",2021,16,230,2697.7178257272,16038.939238057,"yes","no",4283.26947984986,2060.325855539,18439.9062983488,13.6897325268369,1.91412549687677,3.82826519023282,16,33.4100094222418,1290.56821893685,2806.76839122393,"no","no",2342.40715724935,1126.7378933276,86939.3162598035,2.33698626333473,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2.80235562730917,0.546873636662118,4.71473742074214,50.6777768601973,-1788.58529667914,326242.487978912
"6530",2022,17,242,2824.87477148733,18263.2077971581,"yes","no",4789.72359474349,2194.22756590606,19239.8362412927,15.5356300689473,2.03375922771153,3.94789892106758,17,37.5697787457447,1278.85104410257,2726.85217911217,"no","no",2452.55342283705,1123.5429813011,88784.5163692797,2.28588962858514,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3.07676535402096,0.512044875726987,4.61461912959164,58.2787840971833,-1734.13962192603,365433.953865841
"6630",2023,18,255,2958.02345783429,20929.8320337429,"yes","no",5234.94399926941,2283.98872670958,20068.5293356778,17.7105136459481,2.11351504826803,3.98777683134583,18,36.610169425037,1271.73223848162,2675.08338456227,"no","no",2541.83203797369,1108.99289863107,90635.1427014744,2.25459152580482,2.11351504826803,3.98777683134583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3.37720445650357,0.485550951133083,4.51628224397805,64.1316099273132,-1680.41677706167,400209.418089341
"6730",2024,19,267,3097.64680331808,24144.1632475197,"yes","no",5686.65247347848,2362.92155978357,20827.3196822286,20.2941283259083,2.19327086882453,4.14728847245883,19,38.7328568081434,1263.92054199454,2624.88481482814,"no","no",2611.48377471972,1085.12544824735,92475.2512181155,2.22155081729815,2.19327086882453,4.14728847245883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3.72736587595225,0.459230414888058,4.44009371484426,69.9288514457287,-1629.26266867541,452096.949289276
"6830",2025,20,280,3242.13458951345,28035.4509988323,"yes","no",6130.05697609566,2425.87170388786,21750.5520944344,23.3647500619198,2.27302668938103,4.42643384440659,20,43.2233380016614,1258.52295129745,2589.7822987243,"no","no",2669.33101129892,1056.34492368858,94293.5275180941,2.19879241699743,2.27302668938103,4.42643384440659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4.12483907265902,0.435449624972175,4.33522455470095,75.1892095253409,-1576.09964909243,525040.775079637
"6930",2026,21,40.3648710926354,3391.8544074768,32774.7782785102,"yes","no",7795.1846278051,2937.92310327303,22951.8807130065,27.0485707759433,2.35278250993754,4.58594548551959,21,42.2957372530703,1257.81713191452,2579.77965352657,"no","no",2765.40420335584,1042.25176013761,96154.0292661874,2.19495703586838,2.35278250993754,4.58594548551959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4.569814821875,0.354758012208173,4.18937473876371,104.45546610645,-1520.21835982102,593287.556161415
"7030",2027,22,0,3293.40450906358,37377.071081182,"yes","no",8011.33270611905,2875.60670545978,22537.4449758552,27.8206767365236,2.43253833049404,4.70557921635434,22,42.1646339048704,1256.21086443332,2567.44291235986,"no","no",2857.37205394914,1025.63188170348,98010.0913994637,2.18790912120421,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4.85015793273188,0.356666257508776,4.34876675259613,110.233950108386,-1614.22418638474,674889.44928327
